file_name,column_name,description,data_type,units,allowed_values_or_range,missing_value_meaning,source_or_derivation
validation/bootstrap_source_manifest/p01_l403.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l403.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p01_l403.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l010.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l010.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l010.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l010.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l010.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l026.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l026.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l026.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l026.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l026.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l049.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l049.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l049.csv.gz,source_sha256,SHA-256 digest of original source bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l049.csv.gz,output_file,Relative package path containing a transformed/copied source,string,,relative path or empty for private-only source context,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l049.csv.gz,source_input_index,Zero-based CSF file number; 0 is deterministic primary CSF; 1-9999 are available resampled inputs; linkage to saved fits unresolved,integer,file index,0..9999,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l100.csv.gz,source_id,Opaque source identifier linking to source_manifest or bootstrap source manifests,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/bootstrap_source_manifest/p02_l100.csv.gz,source_bytes,Size in bytes of the original source file before standardized transformation/compression,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
